,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,growth_rate
406,339,Barboach,3,Normal,Whiskers Pokémon,2,Water,Ground,0.4,1.9,288,50,48,43,46,41,60,190.0,Medium Fast
407,340,Whiscash,3,Normal,Whiskers Pokémon,2,Water,Ground,0.9,23.6,468,110,78,73,76,71,60,75.0,Medium Fast
408,341,Corphish,3,Normal,Ruffian Pokémon,1,Water,None,0.6,11.5,308,43,80,65,50,35,35,205.0,Fluctuating
409,342,Crawdaunt,3,Normal,Rogue Pokémon,2,Water,Dark,1.1,32.8,468,63,120,85,90,55,55,155.0,Fluctuating
410,343,Baltoy,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,0.5,21.5,300,40,40,55,40,70,55,255.0,Medium Fast
411,344,Claydol,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,1.5,108.0,500,60,70,105,70,120,75,90.0,Medium Fast
412,345,Lileep,3,Normal,Sea Lily Pokémon,2,Rock,Grass,1.0,23.8,355,66,41,77,61,87,23,45.0,Erratic
413,346,Cradily,3,Normal,Barnacle Pokémon,2,Rock,Grass,1.5,60.4,495,86,81,97,81,107,43,45.0,Erratic
414,347,Anorith,3,Normal,Old Shrimp Pokémon,2,Rock,Bug,0.7,12.5,355,45,95,50,40,50,75,45.0,Erratic
415,348,Armaldo,3,Normal,Plate Pokémon,2,Rock,Bug,1.5,68.2,495,75,125,100,70,80,45,45.0,Erratic
416,349,Feebas,3,Normal,Fish Pokémon,1,Water,None,0.6,7.4,200,20,15,20,10,55,80,255.0,Erratic
417,350,Milotic,3,Normal,Tender Pokémon,1,Water,None,6.2,162.0,540,95,60,79,100,125,81,60.0,Erratic
418,351,Castform,3,Normal,Weather Pokémon,1,Normal,None,0.3,0.8,420,70,70,70,70,70,70,45.0,Medium Fast
419,351,Castform Sunny Form,3,Normal,Weather Pokémon,1,Fire,None,0.3,0.8,420,70,70,70,70,70,70,45.0,Medium Fast
420,351,Castform Rainy Form,3,Normal,Weather Pokémon,1,Water,None,0.3,0.8,420,70,70,70,70,70,70,45.0,Medium Fast
421,351,Castform Snowy Form,3,Normal,Weather Pokémon,1,Ice,None,0.3,0.8,420,70,70,70,70,70,70,45.0,Medium Fast
422,352,Kecleon,3,Normal,Color Swap Pokémon,1,Normal,None,1.0,22.0,440,60,90,70,60,120,40,200.0,Medium Slow
423,353,Shuppet,3,Normal,Puppet Pokémon,1,Ghost,None,0.6,2.3,295,44,75,35,63,33,45,225.0,Fast
424,354,Banette,3,Normal,Marionette Pokémon,1,Ghost,None,1.1,12.5,455,64,115,65,83,63,65,45.0,Fast
425,354,Mega Banette,3,Normal,Marionette Pokémon,1,Ghost,None,1.2,13.0,555,64,165,75,93,83,75,45.0,Fast
426,355,Duskull,3,Normal,Requiem Pokémon,1,Ghost,None,0.8,15.0,295,20,40,90,30,90,25,190.0,Fast
427,356,Dusclops,3,Normal,Beckon Pokémon,1,Ghost,None,1.6,30.6,455,40,70,130,60,130,25,90.0,Fast
428,357,Tropius,3,Normal,Fruit Pokémon,2,Grass,Flying,2.0,100.0,460,99,68,83,72,87,51,200.0,Slow
429,358,Chimecho,3,Normal,Wind Chime Pokémon,1,Psychic,None,0.6,1.0,455,75,50,80,95,90,65,45.0,Fast
430,359,Absol,3,Normal,Disaster Pokémon,1,Dark,None,1.2,47.0,465,65,130,60,75,60,75,30.0,Medium Slow
431,359,Mega Absol,3,Normal,Disaster Pokémon,1,Dark,None,1.2,49.0,565,65,150,60,115,60,115,30.0,Medium Slow
432,360,Wynaut,3,Normal,Bright Pokémon,1,Psychic,None,0.6,14.0,260,95,23,48,23,48,23,125.0,Medium Fast
433,361,Snorunt,3,Normal,Snow Hat Pokémon,1,Ice,None,0.7,16.8,300,50,50,50,50,50,50,190.0,Medium Fast
434,362,Glalie,3,Normal,Face Pokémon,1,Ice,None,1.5,256.5,480,80,80,80,80,80,80,75.0,Medium Fast
435,362,Mega Glalie,3,Normal,Face Pokémon,1,Ice,None,2.1,350.2,580,80,120,80,120,80,100,75.0,Medium Fast
436,363,Spheal,3,Normal,Clap Pokémon,2,Ice,Water,0.8,39.5,290,70,40,50,55,50,25,255.0,Medium Slow
437,364,Sealeo,3,Normal,Ball Roll Pokémon,2,Ice,Water,1.1,87.6,410,90,60,70,75,70,45,120.0,Medium Slow
438,365,Walrein,3,Normal,Ice Break Pokémon,2,Ice,Water,1.4,150.6,530,110,80,90,95,90,65,45.0,Medium Slow
439,366,Clamperl,3,Normal,Bivalve Pokémon,1,Water,None,0.4,52.5,345,35,64,85,74,55,32,255.0,Erratic
440,367,Huntail,3,Normal,Deep Sea Pokémon,1,Water,None,1.7,27.0,485,55,104,105,94,75,52,60.0,Erratic
441,368,Gorebyss,3,Normal,South Sea Pokémon,1,Water,None,1.8,22.6,485,55,84,105,114,75,52,60.0,Erratic
442,369,Relicanth,3,Normal,Longevity Pokémon,2,Water,Rock,1.0,23.4,485,100,90,130,45,65,55,25.0,Slow
443,370,Luvdisc,3,Normal,Rendezvous Pokémon,1,Water,None,0.6,8.7,330,43,30,55,40,65,97,225.0,Fast
444,371,Bagon,3,Normal,Rock Head Pokémon,1,Dragon,None,0.6,42.1,300,45,75,60,40,30,50,45.0,Slow
445,372,Shelgon,3,Normal,Endurance Pokémon,1,Dragon,None,1.1,110.5,420,65,95,100,60,50,50,45.0,Slow
446,373,Salamence,3,Normal,Dragon Pokémon,2,Dragon,Flying,1.5,102.6,600,95,135,80,110,80,100,45.0,Slow
447,373,Mega Salamence,3,Normal,Dragon Pokémon,2,Dragon,Flying,1.8,112.6,700,95,145,130,120,90,120,45.0,Slow
448,374,Beldum,3,Normal,Iron Ball Pokémon,2,Steel,Psychic,0.6,95.2,300,40,55,80,35,60,30,3.0,Slow
449,375,Metang,3,Normal,Iron Claw Pokémon,2,Steel,Psychic,1.2,202.5,420,60,75,100,55,80,50,3.0,Slow
450,376,Metagross,3,Normal,Iron Leg Pokémon,2,Steel,Psychic,1.6,550.0,600,80,135,130,95,90,70,3.0,Slow
451,376,Mega Metagross,3,Normal,Iron Leg Pokémon,2,Steel,Psychic,2.5,942.9,700,80,145,150,105,110,110,3.0,Slow
452,377,Regirock,3,Sub Legendary,Rock Peak Pokémon,1,Rock,None,1.7,230.0,580,80,100,200,50,100,50,3.0,Slow
453,378,Regice,3,Sub Legendary,Iceberg Pokémon,1,Ice,None,1.8,175.0,580,80,50,100,100,200,50,3.0,Slow
454,379,Registeel,3,Sub Legendary,Iron Pokémon,1,Steel,None,1.9,205.0,580,80,75,150,75,150,50,3.0,Slow
455,380,Latias,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,1.4,40.0,600,80,80,90,110,130,110,3.0,Slow
456,380,Mega Latias,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,1.8,52.0,700,80,100,120,140,150,110,3.0,Slow
457,381,Latios,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,2.0,60.0,600,80,90,80,130,110,110,3.0,Slow
458,381,Mega Latios,3,Sub Legendary,Eon Pokémon,2,Dragon,Psychic,2.3,70.0,700,80,130,100,160,120,110,3.0,Slow
459,382,Kyogre,3,Legendary,Sea Basin Pokémon,1,Water,None,4.5,352.0,670,100,100,90,150,140,90,3.0,Slow
460,382,Primal Kyogre,3,Legendary,Sea Basin Pokémon,1,Water,None,9.8,430.0,770,100,150,90,180,160,90,5.0,Slow
461,383,Groudon,3,Legendary,Continent Pokémon,1,Ground,None,3.5,950.0,670,100,150,140,100,90,90,3.0,Slow
462,383,Primal Groudon,3,Legendary,Continent Pokémon,2,Ground,Fire,5.0,999.7,770,100,180,160,150,90,90,5.0,Slow
463,384,Rayquaza,3,Legendary,Sky High Pokémon,2,Dragon,Flying,7.0,206.5,680,105,150,90,150,90,95,45.0,Slow
464,384,Mega Rayquaza,3,Legendary,Sky High Pokémon,2,Dragon,Flying,10.8,392.0,780,105,180,100,180,100,115,3.0,Slow
465,385,Jirachi,3,Mythical,Wish Pokémon,2,Steel,Psychic,0.3,1.1,600,100,100,100,100,100,100,3.0,Slow
466,386,Deoxys Normal Forme,3,Mythical,DNA Pokémon,1,Psychic,None,1.7,60.8,600,50,150,50,150,50,150,3.0,Slow
467,386,Deoxys Attack Forme,3,Mythical,DNA Pokémon,1,Psychic,None,1.7,60.8,600,50,180,20,180,20,150,3.0,Slow
468,386,Deoxys Defense Forme,3,Mythical,DNA Pokémon,1,Psychic,None,1.7,60.8,600,50,70,160,70,160,90,3.0,Slow
469,386,Deoxys Speed Forme,3,Mythical,DNA Pokémon,1,Psychic,None,1.7,60.8,600,50,95,90,95,90,180,3.0,Slow
470,387,Turtwig,4,Normal,Tiny Leaf Pokémon,1,Grass,None,0.4,10.2,318,55,68,64,45,55,31,45.0,Medium Slow
471,388,Grotle,4,Normal,Grove Pokémon,1,Grass,None,1.1,97.0,405,75,89,85,55,65,36,45.0,Medium Slow
472,389,Torterra,4,Normal,Continent Pokémon,2,Grass,Ground,2.2,310.0,525,95,109,105,75,85,56,45.0,Medium Slow
473,390,Chimchar,4,Normal,Chimp Pokémon,1,Fire,None,0.5,6.2,309,44,58,44,58,44,61,45.0,Medium Slow
474,391,Monferno,4,Normal,Playful Pokémon,2,Fire,Fighting,0.9,22.0,405,64,78,52,78,52,81,45.0,Medium Slow
475,392,Infernape,4,Normal,Flame Pokémon,2,Fire,Fighting,1.2,55.0,534,76,104,71,104,71,108,45.0,Medium Slow
476,393,Piplup,4,Normal,Penguin Pokémon,1,Water,None,0.4,5.2,314,53,51,53,61,56,40,45.0,Medium Slow
477,394,Prinplup,4,Normal,Penguin Pokémon,1,Water,None,0.8,23.0,405,64,66,68,81,76,50,45.0,Medium Slow
478,395,Empoleon,4,Normal,Emperor Pokémon,2,Water,Steel,1.7,84.5,530,84,86,88,111,101,60,45.0,Medium Slow
479,396,Starly,4,Normal,Starling Pokémon,2,Normal,Flying,0.3,2.0,245,40,55,30,30,30,60,255.0,Medium Slow
480,397,Staravia,4,Normal,Starling Pokémon,2,Normal,Flying,0.6,15.5,340,55,75,50,40,40,80,120.0,Medium Slow
481,398,Staraptor,4,Normal,Predator Pokémon,2,Normal,Flying,1.2,24.9,485,85,120,70,50,60,100,45.0,Medium Slow
482,399,Bidoof,4,Normal,Plump Mouse Pokémon,1,Normal,None,0.5,20.0,250,59,45,40,35,40,31,255.0,Medium Fast
483,400,Bibarel,4,Normal,Beaver Pokémon,2,Normal,Water,1.0,31.5,410,79,85,60,55,60,71,127.0,Medium Fast
484,401,Kricketot,4,Normal,Cricket Pokémon,1,Bug,None,0.3,2.2,194,37,25,41,25,41,25,255.0,Medium Slow
485,402,Kricketune,4,Normal,Cricket Pokémon,1,Bug,None,1.0,25.5,384,77,85,51,55,51,65,45.0,Medium Slow
486,403,Shinx,4,Normal,Flash Pokémon,1,Electric,None,0.5,9.5,263,45,65,34,40,34,45,235.0,Medium Slow
487,404,Luxio,4,Normal,Spark Pokémon,1,Electric,None,0.9,30.5,363,60,85,49,60,49,60,120.0,Medium Slow
488,405,Luxray,4,Normal,Gleam Eyes Pokémon,1,Electric,None,1.4,42.0,523,80,120,79,95,79,70,45.0,Medium Slow
489,406,Budew,4,Normal,Bud Pokémon,2,Grass,Poison,0.2,1.2,280,40,30,35,50,70,55,255.0,Medium Slow
490,407,Roserade,4,Normal,Bouquet Pokémon,2,Grass,Poison,0.9,14.5,515,60,70,65,125,105,90,75.0,Medium Slow
491,408,Cranidos,4,Normal,Head Butt Pokémon,1,Rock,None,0.9,31.5,350,67,125,40,30,30,58,45.0,Erratic
492,409,Rampardos,4,Normal,Head Butt Pokémon,1,Rock,None,1.6,102.5,495,97,165,60,65,50,58,45.0,Erratic
493,410,Shieldon,4,Normal,Shield Pokémon,2,Rock,Steel,0.5,57.0,350,30,42,118,42,88,30,45.0,Erratic
494,411,Bastiodon,4,Normal,Shield Pokémon,2,Rock,Steel,1.3,149.5,495,60,52,168,47,138,30,45.0,Erratic
495,412,Burmy,4,Normal,Bagworm Pokémon,1,Bug,None,0.2,3.4,224,40,29,45,29,45,36,120.0,Medium Fast
496,413,Wormadam Plant Cloak,4,Normal,Bagworm Pokémon,2,Bug,Grass,0.5,6.5,424,60,59,85,79,105,36,45.0,Medium Fast
497,413,Wormadam Sandy Cloak,4,Normal,Bagworm Pokémon,2,Bug,Ground,0.5,6.5,424,60,79,105,59,85,36,45.0,Medium Fast
498,413,Wormadam Trash Cloak,4,Normal,Bagworm Pokémon,2,Bug,Steel,0.5,6.5,424,60,69,95,69,95,36,45.0,Medium Fast
499,414,Mothim,4,Normal,Moth Pokémon,2,Bug,Flying,0.9,23.3,424,70,94,50,94,50,66,45.0,Medium Fast
500,415,Combee,4,Normal,Tiny Bee Pokémon,2,Bug,Flying,0.3,5.5,244,30,30,42,30,42,70,120.0,Medium Slow
501,416,Vespiquen,4,Normal,Beehive Pokémon,2,Bug,Flying,1.2,38.5,474,70,80,102,80,102,40,45.0,Medium Slow
502,417,Pachirisu,4,Normal,EleSquirrel Pokémon,1,Electric,None,0.4,3.9,405,60,45,70,45,90,95,200.0,Medium Fast
503,418,Buizel,4,Normal,Sea Weasel Pokémon,1,Water,None,0.7,29.5,330,55,65,35,60,30,85,190.0,Medium Fast
504,419,Floatzel,4,Normal,Sea Weasel Pokémon,1,Water,None,1.1,33.5,495,85,105,55,85,50,115,75.0,Medium Fast
505,420,Cherubi,4,Normal,Cherry Pokémon,1,Grass,None,0.4,3.3,275,45,35,45,62,53,35,190.0,Medium Fast
506,421,Cherrim,4,Normal,Blossom Pokémon,1,Grass,None,0.5,9.3,450,70,60,70,87,78,85,75.0,Medium Fast
507,422,Shellos,4,Normal,Sea Slug Pokémon,1,Water,None,0.3,6.3,325,76,48,48,57,62,34,190.0,Medium Fast
508,423,Gastrodon,4,Normal,Sea Slug Pokémon,2,Water,Ground,0.9,29.9,475,111,83,68,92,82,39,75.0,Medium Fast
509,424,Ambipom,4,Normal,Long Tail Pokémon,1,Normal,None,1.2,20.3,482,75,100,66,60,66,115,45.0,Fast
510,425,Drifloon,4,Normal,Balloon Pokémon,2,Ghost,Flying,0.4,1.2,348,90,50,34,60,44,70,125.0,Fluctuating
511,426,Drifblim,4,Normal,Blimp Pokémon,2,Ghost,Flying,1.2,15.0,498,150,80,44,90,54,80,60.0,Fluctuating
512,427,Buneary,4,Normal,Rabbit Pokémon,1,Normal,None,0.4,5.5,350,55,66,44,44,56,85,190.0,Medium Fast
513,428,Lopunny,4,Normal,Rabbit Pokémon,1,Normal,None,1.2,33.3,480,65,76,84,54,96,105,60.0,Medium Fast
514,428,Mega Lopunny,4,Normal,Rabbit Pokémon,2,Normal,Fighting,1.3,28.3,580,65,136,94,54,96,135,60.0,Medium Fast
515,429,Mismagius,4,Normal,Magical Pokémon,1,Ghost,None,0.9,4.4,495,60,60,60,105,105,105,45.0,Fast
516,430,Honchkrow,4,Normal,Big Boss Pokémon,2,Dark,Flying,0.9,27.3,505,100,125,52,105,52,71,30.0,Medium Slow
517,431,Glameow,4,Normal,Catty Pokémon,1,Normal,None,0.5,3.9,310,49,55,42,42,37,85,190.0,Fast
518,432,Purugly,4,Normal,Tiger Cat Pokémon,1,Normal,None,1.0,43.8,452,71,82,64,64,59,112,75.0,Fast
519,433,Chingling,4,Normal,Bell Pokémon,1,Psychic,None,0.2,0.6,285,45,30,50,65,50,45,120.0,Fast
520,434,Stunky,4,Normal,Skunk Pokémon,2,Poison,Dark,0.4,19.2,329,63,63,47,41,41,74,225.0,Medium Fast
521,435,Skuntank,4,Normal,Skunk Pokémon,2,Poison,Dark,1.0,38.0,479,103,93,67,71,61,84,60.0,Medium Fast
522,436,Bronzor,4,Normal,Bronze Pokémon,2,Steel,Psychic,0.5,60.5,300,57,24,86,24,86,23,255.0,Medium Fast
523,437,Bronzong,4,Normal,Bronze Bell Pokémon,2,Steel,Psychic,1.3,187.0,500,67,89,116,79,116,33,90.0,Medium Fast
524,438,Bonsly,4,Normal,Bonsai Pokémon,1,Rock,None,0.5,15.0,290,50,80,95,10,45,10,255.0,Medium Fast
525,439,Mime Jr.,4,Normal,Mime Pokémon,2,Psychic,Fairy,0.6,13.0,310,20,25,45,70,90,60,145.0,Medium Fast
526,440,Happiny,4,Normal,Playhouse Pokémon,1,Normal,None,0.6,24.4,220,100,5,5,15,65,30,130.0,Fast
527,441,Chatot,4,Normal,Music Note Pokémon,2,Normal,Flying,0.5,1.9,411,76,65,45,92,42,91,30.0,Medium Slow
528,442,Spiritomb,4,Normal,Forbidden Pokémon,2,Ghost,Dark,1.0,108.0,485,50,92,108,92,108,35,100.0,Medium Fast
529,443,Gible,4,Normal,Land Shark Pokémon,2,Dragon,Ground,0.7,20.5,300,58,70,45,40,45,42,45.0,Slow
530,444,Gabite,4,Normal,Cave Pokémon,2,Dragon,Ground,1.4,56.0,410,68,90,65,50,55,82,45.0,Slow
531,445,Garchomp,4,Normal,Mach Pokémon,2,Dragon,Ground,1.9,95.0,600,108,130,95,80,85,102,45.0,Slow
532,445,Mega Garchomp,4,Normal,Mach Pokémon,2,Dragon,Ground,1.9,95.0,700,108,170,115,120,95,92,45.0,Slow
533,446,Munchlax,4,Normal,Big Eater Pokémon,1,Normal,None,0.6,105.0,390,135,85,40,40,85,5,50.0,Slow
534,447,Riolu,4,Normal,Emanation Pokémon,1,Fighting,None,0.7,20.2,285,40,70,40,35,40,60,75.0,Medium Slow
535,448,Lucario,4,Normal,Aura Pokémon,2,Fighting,Steel,1.2,54.0,525,70,110,70,115,70,90,45.0,Medium Slow
536,448,Mega Lucario,4,Normal,Aura Pokémon,2,Fighting,Steel,1.3,57.5,625,70,145,88,140,70,112,45.0,Medium Slow
537,449,Hippopotas,4,Normal,Hippo Pokémon,1,Ground,None,0.8,49.5,330,68,72,78,38,42,32,140.0,Slow
538,450,Hippowdon,4,Normal,Heavyweight Pokémon,1,Ground,None,2.0,300.0,525,108,112,118,68,72,47,60.0,Slow
539,451,Skorupi,4,Normal,Scorpion Pokémon,2,Poison,Bug,0.8,12.0,330,40,50,90,30,55,65,120.0,Slow
540,452,Drapion,4,Normal,Ogre Scorp Pokémon,2,Poison,Dark,1.3,61.5,500,70,90,110,60,75,95,45.0,Slow
541,453,Croagunk,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,0.7,23.0,300,48,61,40,61,40,50,140.0,Medium Fast
542,454,Toxicroak,4,Normal,Toxic Mouth Pokémon,2,Poison,Fighting,1.3,44.4,490,83,106,65,86,65,85,75.0,Medium Fast
543,455,Carnivine,4,Normal,Bug Catcher Pokémon,1,Grass,None,1.4,27.0,454,74,100,72,90,72,46,200.0,Slow
544,456,Finneon,4,Normal,Wing Fish Pokémon,1,Water,None,0.4,7.0,330,49,49,56,49,61,66,190.0,Erratic
545,457,Lumineon,4,Normal,Neon Pokémon,1,Water,None,1.2,24.0,460,69,69,76,69,86,91,75.0,Erratic
546,458,Mantyke,4,Normal,Kite Pokémon,2,Water,Flying,1.0,65.0,345,45,20,50,60,120,50,25.0,Slow
547,459,Snover,4,Normal,Frost Tree Pokémon,2,Grass,Ice,1.0,50.5,334,60,62,50,62,60,40,120.0,Slow
548,460,Abomasnow,4,Normal,Frost Tree Pokémon,2,Grass,Ice,2.2,135.5,494,90,92,75,92,85,60,60.0,Slow
549,460,Mega Abomasnow,4,Normal,Frost Tree Pokémon,2,Grass,Ice,2.7,185.0,594,90,132,105,132,105,30,60.0,Slow
550,461,Weavile,4,Normal,Sharp Claw Pokémon,2,Dark,Ice,1.1,34.0,510,70,120,65,45,85,125,45.0,Medium Slow
551,462,Magnezone,4,Normal,Magnet Area Pokémon,2,Electric,Steel,1.2,180.0,535,70,70,115,130,90,60,30.0,Medium Fast
552,463,Lickilicky,4,Normal,Licking Pokémon,1,Normal,None,1.7,140.0,515,110,85,95,80,95,50,30.0,Medium Fast
553,464,Rhyperior,4,Normal,Drill Pokémon,2,Ground,Rock,2.4,282.8,535,115,140,130,55,55,40,30.0,Slow
554,465,Tangrowth,4,Normal,Vine Pokémon,1,Grass,None,2.0,128.6,535,100,100,125,110,50,50,30.0,Medium Fast
555,466,Electivire,4,Normal,Thunderbolt Pokémon,1,Electric,None,1.8,138.6,540,75,123,67,95,85,95,30.0,Medium Fast
556,467,Magmortar,4,Normal,Blast Pokémon,1,Fire,None,1.6,68.0,540,75,95,67,125,95,83,30.0,Medium Fast
557,468,Togekiss,4,Normal,Jubilee Pokémon,2,Fairy,Flying,1.5,38.0,545,85,50,95,120,115,80,30.0,Fast
558,469,Yanmega,4,Normal,Ogre Darner Pokémon,2,Bug,Flying,1.9,51.5,515,86,76,86,116,56,95,30.0,Medium Fast
559,470,Leafeon,4,Normal,Verdant Pokémon,1,Grass,None,1.0,25.5,525,65,110,130,60,65,95,45.0,Medium Fast
560,471,Glaceon,4,Normal,Fresh Snow Pokémon,1,Ice,None,0.8,25.9,525,65,60,110,130,95,65,45.0,Medium Fast
561,472,Gliscor,4,Normal,Fang Scorp Pokémon,2,Ground,Flying,2.0,42.5,510,75,95,125,45,75,95,30.0,Medium Slow
562,473,Mamoswine,4,Normal,Twin Tusk Pokémon,2,Ice,Ground,2.5,291.0,530,110,130,80,70,60,80,50.0,Slow
563,474,Porygon-Z,4,Normal,Virtual Pokémon,1,Normal,None,0.9,34.0,535,85,80,70,135,75,90,30.0,Medium Fast
564,475,Gallade,4,Normal,Blade Pokémon,2,Psychic,Fighting,1.6,52.0,518,68,125,65,65,115,80,45.0,Slow
565,475,Mega Gallade,4,Normal,Blade Pokémon,2,Psychic,Fighting,1.6,56.4,618,68,165,95,65,115,110,45.0,Slow
566,476,Probopass,4,Normal,Compass Pokémon,2,Rock,Steel,1.4,340.0,525,60,55,145,75,150,40,60.0,Medium Fast
567,477,Dusknoir,4,Normal,Gripper Pokémon,1,Ghost,None,2.2,106.6,525,45,100,135,65,135,45,45.0,Fast
568,478,Froslass,4,Normal,Snow Land Pokémon,2,Ice,Ghost,1.3,26.6,480,70,80,70,80,70,110,75.0,Medium Fast
569,479,Rotom,4,Normal,Plasma Pokémon,2,Electric,Ghost,0.3,0.3,440,50,50,77,95,77,91,45.0,Medium Fast
570,479,Heat Rotom,4,Normal,Plasma Pokémon,2,Electric,Fire,0.3,0.3,520,50,65,107,105,107,86,45.0,Medium Fast
571,479,Wash Rotom,4,Normal,Plasma Pokémon,2,Electric,Water,0.3,0.3,520,50,65,107,105,107,86,45.0,Medium Fast
572,479,Frost Rotom,4,Normal,Plasma Pokémon,2,Electric,Ice,0.3,0.3,520,50,65,107,105,107,86,45.0,Medium Fast
573,479,Fan Rotom,4,Normal,Plasma Pokémon,2,Electric,Flying,0.3,0.3,520,50,65,107,105,107,86,45.0,Medium Fast
574,479,Mow Rotom,4,Normal,Plasma Pokémon,2,Electric,Grass,0.3,0.3,520,50,65,107,105,107,86,45.0,Medium Fast
575,480,Uxie,4,Sub Legendary,Knowledge Pokémon,1,Psychic,None,0.3,0.3,580,75,75,130,75,130,95,3.0,Slow
576,481,Mesprit,4,Sub Legendary,Emotion Pokémon,1,Psychic,None,0.3,0.3,580,80,105,105,105,105,80,3.0,Slow
577,482,Azelf,4,Sub Legendary,Willpower Pokémon,1,Psychic,None,0.3,0.3,580,75,125,70,125,70,115,3.0,Slow
578,483,Dialga,4,Legendary,Temporal Pokémon,2,Steel,Dragon,5.4,683.0,680,100,120,120,150,100,90,3.0,Slow
579,484,Palkia,4,Legendary,Spatial Pokémon,2,Water,Dragon,4.2,336.0,680,90,120,100,150,120,100,3.0,Slow
580,485,Heatran,4,Sub Legendary,Lava Dome Pokémon,2,Fire,Steel,1.7,430.0,600,91,90,106,130,106,77,3.0,Slow
581,486,Regigigas,4,Sub Legendary,Colossal Pokémon,1,Normal,None,3.7,420.0,670,110,160,110,80,110,100,3.0,Slow
582,487,Giratina Altered Forme,4,Legendary,Renegade Pokémon,2,Ghost,Dragon,4.5,750.0,680,150,100,120,100,120,90,3.0,Slow
583,487,Giratina Origin Forme,4,Legendary,Renegade Pokémon,2,Ghost,Dragon,6.9,650.0,680,150,120,100,120,100,90,3.0,Slow
584,488,Cresselia,4,Sub Legendary,Lunar Pokémon,1,Psychic,None,1.5,85.6,600,120,70,120,75,130,85,3.0,Slow
585,489,Phione,4,Mythical,Sea Drifter Pokémon,1,Water,None,0.4,3.1,480,80,80,80,80,80,80,30.0,Slow
586,490,Manaphy,4,Mythical,Seafaring Pokémon,1,Water,None,0.3,1.4,600,100,100,100,100,100,100,3.0,Slow
587,491,Darkrai,4,Mythical,Pitch-Black Pokémon,1,Dark,None,1.5,50.5,600,70,90,90,135,90,125,3.0,Slow
588,492,Shaymin Land Forme,4,Mythical,Gratitude Pokémon,1,Grass,None,0.2,2.1,600,100,100,100,100,100,100,45.0,Medium Slow
589,492,Shaymin Sky Forme,4,Mythical,Gratitude Pokémon,2,Grass,Flying,0.4,5.2,600,100,103,75,120,75,127,45.0,Medium Slow
590,493,Arceus,4,Mythical,Alpha Pokémon,1,Normal,None,3.2,320.0,720,120,120,120,120,120,120,3.0,Slow
591,494,Victini,5,Mythical,Victory Pokémon,2,Psychic,Fire,0.4,4.0,600,100,100,100,100,100,100,3.0,Slow
592,495,Snivy,5,Normal,Grass Snake Pokémon,1,Grass,None,0.6,8.1,308,45,45,55,45,55,63,45.0,Medium Slow
593,496,Servine,5,Normal,Grass Snake Pokémon,1,Grass,None,0.8,16.0,413,60,60,75,60,75,83,45.0,Medium Slow
594,497,Serperior,5,Normal,Regal Pokémon,1,Grass,None,3.3,63.0,528,75,75,95,75,95,113,45.0,Medium Slow
595,498,Tepig,5,Normal,Fire Pig Pokémon,1,Fire,None,0.5,9.9,308,65,63,45,45,45,45,45.0,Medium Slow
596,499,Pignite,5,Normal,Fire Pig Pokémon,2,Fire,Fighting,1.0,55.5,418,90,93,55,70,55,55,45.0,Medium Slow
597,500,Emboar,5,Normal,Mega Fire Pig Pokémon,2,Fire,Fighting,1.6,150.0,528,110,123,65,100,65,65,45.0,Medium Slow
598,501,Oshawott,5,Normal,Sea Otter Pokémon,1,Water,None,0.5,5.9,308,55,55,45,63,45,45,45.0,Medium Slow
599,502,Dewott,5,Normal,Discipline Pokémon,1,Water,None,0.8,24.5,413,75,75,60,83,60,60,45.0,Medium Slow
600,503,Samurott,5,Normal,Formidable Pokémon,1,Water,None,1.5,94.6,528,95,100,85,108,70,70,45.0,Medium Slow
601,504,Patrat,5,Normal,Scout Pokémon,1,Normal,None,0.5,11.6,255,45,55,39,35,39,42,255.0,Medium Fast
602,505,Watchog,5,Normal,Lookout Pokémon,1,Normal,None,1.1,27.0,420,60,85,69,60,69,77,255.0,Medium Fast
603,506,Lillipup,5,Normal,Puppy Pokémon,1,Normal,None,0.4,4.1,275,45,60,45,25,45,55,255.0,Medium Slow
604,507,Herdier,5,Normal,Loyal Dog Pokémon,1,Normal,None,0.9,14.7,370,65,80,65,35,65,60,120.0,Medium Slow
605,508,Stoutland,5,Normal,Big-Hearted Pokémon,1,Normal,None,1.2,61.0,500,85,110,90,45,90,80,45.0,Medium Slow
606,509,Purrloin,5,Normal,Devious Pokémon,1,Dark,None,0.4,10.1,281,41,50,37,50,37,66,255.0,Medium Fast
607,510,Liepard,5,Normal,Cruel Pokémon,1,Dark,None,1.1,37.5,446,64,88,50,88,50,106,90.0,Medium Fast
608,511,Pansage,5,Normal,Grass Monkey Pokémon,1,Grass,None,0.6,10.5,316,50,53,48,53,48,64,190.0,Medium Fast
609,512,Simisage,5,Normal,Thorn Monkey Pokémon,1,Grass,None,1.1,30.5,498,75,98,63,98,63,101,75.0,Medium Fast
